Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
1,1,307,0,2,1,2,7,2,1,3,3,3,1,1,0,41401,"This cute loving puppy ran to me crying. Its so tiny and cute, i didnt have the heart to not do anything. i took it home and showered it and now desperately looking for a home for it. I personally have 2 dogs already and therefore cant take her in. Very loving and active.",4,13742
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,1,41330,"Sally is rescue by a kind feeder. Sally is two month old and looking for good home and family that can love her and treat her as part of the family. She are still very young and need love, patients and attention , so must take care her well. Please what app, sms or call this hp number or for more information.",2,13743
2,108,243,0,1,3,0,0,2,2,1,3,1,1,1,0,41326,One of our rescued pets. Putting up for adoption as we're moving and no longer abled (medically) to take care of our 10 cats.,4,13744
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,"Hello, my name is Bus. I was rescued from being run over by a bus so they named me Bus. I was curious when a big bus stop right beside where me and my mummy where and i went underneath it to check it out! After I was taken, they try to take my mummy too but mummy refused to come close. I am now waiting for my forever home, please give me a home, i will be the cutest Bus in your life Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter.Vaccinations and neutering/spaying at 6 months of age are COMPULSORY. If you are interested in adopting,kindly contact me by call or sms - P lease do not submit an inquiry if you are not serious about adopting.",3,13745
1,6,307,0,1,3,0,0,2,1,1,1,1,1,1,150,41326,"Django is very healthy,playful and so handsome.I am looking for true adopter who is love and caring the dogs.I can't giving a full attention coz i've got the new job who is need to going to the outstation more often.He has been vaccinated (2x) and dewormed and also spayed 1 month ago. Anyone who intrested please whatapps me at",4,13747
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41327,"This adorable lil' puppy deserve a good loving home and not a life on the street...s. Please give her a home sweet home and in return, she will gives you unconditional love & loyalty. She is approximately a month old. If you have the heart and a home for her, please contact Jerry at . *Spaying will be fully sponsored*",1,13749
2,1,252,0,1,1,0,0,1,1,2,2,2,1,1,0,41401,"Kitten for adoption! Saved from Curve! I'm staying in Kepong.... PM me if u or anyone u know who is interested? Fyi, I dunno about it's gender and breed as it's practically a mongrel!",1,13750
1,60,205,0,1,4,5,7,1,2,1,1,2,1,1,0,41401,"JackJack is 5 years old Shih Tsu mix breed, male, weight 7.5 kg, vaccinated yearly, owned by Kelly looking for dog loving family willing to adopt JackJack and give him a loving home. Beside the basic requirement for a dog, additional are :- (1) Must keep indoor (2) No cage, no leash, no chain please (3) Must allow owner to follow-up on JackJack well-being / regularly email photos to update status (4) Cannot sell and transfer ownership to others Serious adopter, please call Kelly at (Chinese Speaking only) or sms/call Iris (Chinese or English). JackJack is located in Kuala Lumpur.",3,13751
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,For adoption. She is about 2 month plus waiting to be neutered and taken her 1st vaccination. Adopter is to bear her neutering surgery cost. She is a For adoption. She is mix breed and her size is between medium N small. Currently fostered at home and need to send to good families.,3,13752
2,0,266,266,3,2,3,7,2,1,2,2,2,1,5,0,41326,"on 3rd August , around 8 PM I told my son to go get something from my car. Few minutes later he came back panting. I asked him why ? something wrong with my car, but he told me JAJA, our PR stray is delivering kittens in the flower pot. One already delivered , another one on the way. When I reached the scene theres already 3 kittens delivered. I put JAJA and her kittens in my spare bathroom coz theres no cage available. Next morning there are 4 kittens. One delivered during the nite when we were sleeping. I hope to rehome JAJA together with the kittens to a good loving & caring home.",3,13753
2,3,265,265,2,1,7,0,2,2,2,1,2,1,1,0,41401,"another rescued kitten ready to go to new home. kindly contact me for adoption details,thank you. *only for Kuala Lumpur.Selangor/Klang Valley.",4,13754
2,2,254,0,2,1,4,7,1,1,2,2,2,1,1,50,41326,"Hi everyone My name is Honeycomb Honey, you can call me baby. I am 2 1/2 months old, I think so. I am tiny but I am chubby. Also playful and pretty. If you are lonely, I will be your one and only. Bring home would you take me? Coz bff we will always be. Why am I talking in rhymes? Because .... Roses are red, Violets are blue. Honey (that's me) is sweet, And so are You (that's you).",4,13755
1,3,307,0,3,1,2,5,2,1,3,3,3,1,2,0,41401,Dear Readers These puppies were rescued from the streets in Puchong & Semenyih recently. They all deserve their forever loving home. Please contact Mr Sani at for adoption.,4,13756
2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,41326,very healthy cat but quite shy. love to play around and don't give many problems.,3,13758
2,3,266,0,2,1,6,7,2,2,2,1,2,1,1,0,41326,"Caden was previously known as Atobe. I had given her up for adoption before, but due to some problems, she is being let go and is available for adoption. When she lived with me, I had known her to be a smart, sweet natured kitty. If anybody is interested in taking in Caden, please contact Gideon: The pickup place will be at: A1-15-4, Vista Komanwel A, Bukit Jalil, Kuala Lumpur All the stuff we bought will be free to new owner :) 1. Litter Box 2. Cage 3. Litter Sand 4. Bowl 5. Shower gel and Cream of healing fungus 6. Toy 7. Food and Milk",1,13759
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41401,quite active and cute.. if anyone feel interested pls post a reply to me..,1,13760
2,2,266,0,1,1,0,0,1,1,3,3,3,1,1,0,41326,"Super cute male kitten up for adoption. I've been asleep and woken up by hearing a meowing kitten under a car in front of my house in the middle of the night. Super friendly and only wants a forever home. Any takers, just let me know. =)",1,13761
2,6,266,0,2,3,5,7,2,1,1,1,1,1,1,0,41326,"This little girl named Mona. She had been vaccinated and dewormed. She has a pair of beautiful eyes, a short tail like bunny and nice fur colour. She is a friendly and cute girl. She loves to get fondle around her neck and tummy. Please give this little girl a forever home as she deserve a better place. Contact me through the mobile phone number provided. Thank you!",2,13762
1,1,307,0,3,2,7,0,1,1,2,2,2,1,3,0,41336,"They were born in front of my house and we built a small cottage for them to live. However, we know that this could not solve their root problem. There are four more stray dogs living at my residential area where they survive through getting food given by the neighbourhood. They just learnt on how to walk steadily few days ago! Hope that these three cute puppies can soon get their own new sweet home!",1,13765
1,10,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,"Found in a car showroom in Jln Ipoh. Fostered for months but home cant keep her. I will pay for spaying / neutral charges before her good rehome. Finger cross. She is obedien, playful.",3,13766
1,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,"This little girl is still waiting to be re-home. All her brothers found a home except her. She's healthy, dewormed, vaccinated, well-behaved and full of love.",2,13767
1,60,189,307,1,1,2,0,3,2,3,3,2,1,1,0,41326,Loves to play and go for car rides. Dog currently in Kelana Jaya.,4,13769
1,2,307,0,2,2,0,0,2,1,3,3,3,1,3,0,41401,i saw 3 pups at puchong bt14 i hope some one can adopt the pups all is female there sleep at the shop lot outside .,4,13770
2,2,265,0,3,1,4,0,2,2,2,3,3,1,2,0,41326,Both of them are very fond of each other and I can't take care of them any longer as I won't be free to look after them neither will I be able to provide enough companionship. All these 2 want is cuddles and both are really playful and are really friendly towards people. Please help provide them a better home.,4,13776
2,5,292,0,1,2,7,0,2,1,2,1,2,1,1,0,41326,"Hi, this cat for adoption. His age now 5 and half month. He have nice colour and have blue eyes. He also very playful and like to sleep next to us. I love him so much, but I need to find new house and someone who will love and can take care of him cuz I cant take care of him now. I was busy with my work. Do contact me if you interested. Please check his photo. :) Thank you.",0,13777
1,3,119,179,2,5,6,7,2,1,3,1,2,1,1,0,41401,"Mitchie is a cute little intelligent 3 month old female pup. Her owner is unable to care for her due to unavoidable circumstances, therefore i am caring for her at the moment, but since i'm staying in a condo, its not really great for the pup (and the neighbours! :( ) So i'm looking for someone who would be able to love Mitchie and give her a nice home. She's an adorable little thing, and has nothing but love to give. Playful, inquisitive and very active.",1,13779
2,1,266,0,3,3,6,7,2,1,2,2,2,1,3,0,41326,3 bubbly new-born kittens looking for a new home....,2,13781
2,3,266,0,2,2,4,7,1,1,2,1,2,1,1,0,41401,Sister of Lyca. Playful and Friendly kitten Come view Hewey at our adoption booth at Hartamas Shopping  Plaza Damas every Saturday 1.30pm-6pm! 2nd Floor Outdoor opposite BT computers www.rescue2rehome.blogspot.com,2,13782
1,0,218,0,1,2,3,0,1,2,3,3,2,1,1,0,41326,Please contact Daniel,1,13783
2,4,299,0,2,1,4,0,1,2,2,1,1,1,1,100,41330,Miu Miu is playful and friendly. She can understand some basic commands.,1,13784
1,60,179,0,2,7,0,0,2,1,3,3,3,1,1,0,41326,Pls contact Florence if interest Johor Bahru,4,13785
2,1,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41332,This poor kitten was abandoned and rescued by a friend.I m currently fostering him and unable to keep him for long as i stay in a hostel in Kelantan.He is a plump healthy kitten and truly adorable.Pls contact me if anyone is interested in giving popeye a loving home.,1,13787
2,3,299,0,2,2,6,0,1,1,2,1,2,1,1,0,41326,"Stray yang diselamatkan sebulan lepas. Telah dibawa ke vet dan sihat. Bebas kutu dan cacing. Sangat aktif dan manja. Saya boleh hantar kawasan Selayang, Rawang, Bukit Beruntung, Sungai Buaya hingga ke Kuala Kubu Bharu.",1,13789
1,12,117,307,2,2,5,0,2,1,3,3,3,1,1,0,41401,"Bandar Kinrara 5B, Puchong - Found this sweet, affectionate dog in the neighbourhood before Raya - lost or abandoned. I've been fostering her. If owner looking or anyone interested to adopt please contact me at. Many thanks!",4,13790
2,1,300,0,2,4,7,0,2,2,2,2,2,1,1,0,41401,Loveable kitten needing a warm home! Beautiful fur with long tail and stunning eyes!!Very gentle and sweet,2,13791
2,2,266,0,2,2,0,0,1,1,1,1,2,1,1,50,41326,"Born on 12/1/12. Adoption fee is for check up, vax and deworm.",2,13792
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,"Name of Pet: B2 Age: 1 month (DOB : /) Breed: Mixed/Mongrel Gender: Male Location: Butterworth, Penang Contact: Tan ()",3,13797
2,4,266,0,2,7,0,0,2,2,3,3,1,1,1,0,41336,"This cat came to us on Dec when we visited our old house. It was a tiny, dirty white kitten, looking very frail. My son took pity on it and brought back to our house. We bathed the cat, given it food, milk and keep in a dog cage. We did not intend to keep it for long term, because we already have a dog. Then we thought if this cat could get along with our dog, we would keep her. We made a few attempts, it did not wok. To protect the cat from being hurt by our dog, we continued to keep her in a dog cage. It has been 4 months. We dont think this is the good way of life for her. Therefore, we are deciding to send her off for adoption. Further information will be provided for interested party.",1,13801
